timestamp,open,high,low,close,adjusted close,volume,dividend amount
2014-02-28,93.9500,95.9800,93.9500,95.9080,93.3393,167162,0.0242
2014-01-31,95.4700,95.4700,93.5500,93.9301,91.3910,212787,0.0000
2013-12-31,94.4300,95.8900,93.8100,94.3400,91.7898,419386,0.0943
2013-11-29,95.4400,95.6200,94.3201,95.0940,92.4310,288138,0.0000
2013-10-31,95.5900,97.1400,94.7700,95.5500,92.8742,173323,0.0000
2013-09-30,92.4800,96.0000,92.1300,95.2420,92.5748,214287,0.0050
2013-08-30,93.3780,94.9900,92.9001,93.0100,90.4004,616246,0.0050
2013-07-31,92.1300,93.9500,90.3700,93.6000,90.9690,219374,0.0100
2013-06-28,92.1600,95.4500,91.5900,91.7100,89.1225,628984,0.0100
2013-05-31,94.5800,94.7600,91.2080,92.5175,89.8975,650674,0.0100
2013-04-30,93.8500,94.6000,92.7800,94.6000,91.9113,306738,0.0152
2013-03-28,94.4000,94.8300,92.9700,93.3910,90.7220,530355,0.0152
2013-02-28,97.7500,97.8500,94.5700,94.7000,91.9788,347186,0.0252
2013-01-31,97.5300,97.6990,95.6800,97.3000,94.4797,446507,0.0000
2012-12-31,97.3800,98.7400,96.8000,97.0208,94.2086,364983,0.5196
2012-11-30,97.2900,98.6100,95.5100,97.2237,93.9055,171958,0.0211
2012-10-31,98.4900,99.6500,97.0600,97.9100,94.5480,190228,0.0541
2012-09-28,97.0000,99.0100,95.5300,97.7065,94.2992,129585,0.0541
2012-08-31,93.7400,96.0800,92.8400,96.0100,92.6097,184587,0.0781
2012-07-31,93.6600,95.1300,92.0000,94.0220,90.6167,215626,0.0781
2012-06-29,94.4400,95.1500,90.0100,94.5710,91.0704,246047,0.0781
2012-05-31,99.6000,99.6000,93.6500,93.9980,90.4433,163675,0.1020
2012-04-30,99.3700,99.4500,96.1400,99.4106,95.5531,155895,0.1220
2012-03-30,100.1200,100.3200,97.0500,99.2199,95.2528,278856,0.1743
2012-02-29,99.6200,101.1300,98.3220,100.2000,96.0265,253612,0.2179
2012-01-31,97.2800,99.7100,96.0100,98.7830,94.4619,252102,0.0000
2011-12-30,99.4300,99.5600,95.9775,96.9900,92.7473,269182,1.4044
2011-11-30,102.4300,103.0400,99.0560,99.9800,94.2502,316961,0.5655
2011-10-31,100.9000,106.6600,99.7700,104.3900,97.8686,210764,0.5909
2011-09-30,108.5700,108.8200,100.8000,102.1500,95.2080,415453,0.5267
2011-08-31,109.8500,110.3900,106.9800,109.6100,101.6686,1062652,0.3637
2011-07-29,108.7700,110.4200,105.7900,109.8800,101.5802,338287,0.2000
2011-06-30,109.0900,110.6300,106.7100,109.2300,100.7944,515781,0.1744
2011-05-31,111.7300,112.0000,106.0700,108.8300,100.2642,729324,0.1645
2011-04-29,115.3300,115.3300,106.1000,110.9300,102.0472,105218,0.1364
2011-03-31,106.1400,115.9700,105.3729,107.2380,98.5253,167303,0.1333
2011-02-28,105.8500,106.7000,103.6410,106.2820,97.5248,112096,0.1192
2011-01-31,103.8700,106.0000,101.3450,105.6890,96.8722,209174,0.0000
2010-12-31,101.4700,104.6500,101.1800,104.2100,95.5166,135989,0.2649
2010-11-30,106.8400,108.7900,100.9100,101.2100,92.5259,92935,0.1047
2010-10-29,105.6800,108.3100,105.3400,107.1000,97.8145,141460,0.1096
2010-09-30,100.5800,105.4600,100.0550,105.1710,95.9532,102923,0.1045
2010-08-31,100.8700,102.6099,99.0310,99.8900,91.0404,135031,0.0426
2010-07-30,96.1100,100.8600,96.1100,100.8600,91.8859,79937,0.0227
2010-06-30,94.5000,96.1300,92.7150,95.2700,86.7730,76824,0.0734
2010-05-28,99.0900,99.0900,94.0200,94.6000,86.0962,354195,0.0237
2010-04-30,100.5400,101.8900,97.9910,98.9500,90.0335,284006,0.0867
2010-03-31,101.4900,102.9300,99.4180,101.0420,91.8581,231359,0.0838
2010-02-26,102.9500,103.2200,100.2900,102.1800,92.8162,359345,0.0961
2010-01-29,104.6000,105.9700,102.4100,102.6500,93.1560,275521,0.0000
2009-12-31,109.9800,109.9900,103.6201,104.1100,94.4809,263573,0.0832
2009-11-30,107.3400,109.5900,106.4000,109.3700,99.1757,364769,0.0419
2009-10-30,106.5500,108.6700,106.3300,107.0520,97.0358,203785,0.2102
2009-09-30,104.2100,109.4650,104.0100,107.0600,96.8516,258812,0.2017
2009-08-31,104.7900,125.2700,102.8000,104.9500,94.7591,197137,0.1259
2009-07-31,102.7900,104.7300,101.9500,104.6900,94.4112,121306,0.1525
2009-06-30,103.4900,104.3700,100.2100,102.5500,92.3445,130764,0.0965
2009-05-29,97.3600,103.3700,97.3600,103.3700,92.9961,42142,0.1325
2009-04-30,96.7000,99.2000,95.2500,97.4600,87.5601,52361,0.0800
2009-03-31,93.3000,99.5000,92.5400,96.4000,86.5359,22446,0.0700
2009-02-27,95.7500,97.9700,93.6000,93.6000,83.9594,25228,0.0000
